Ensembl,En_gene,Name,Entrez,Refseq
12501,ENSMUST00000199968,ENSMUSG00000029526,1700123K08Rik,76658,
12502,ENSMUST00000198778,ENSMUSG00000029526,1700123K08Rik,76658,
12503,ENSMUST00000094348,ENSMUSG00000070532,Ccdc190,78465,NM_001033185
12504,ENSMUST00000175731,ENSMUSG00000070532,Ccdc190,78465,
12505,ENSMUST00000041240,ENSMUSG00000041889,Shisa4,77552,NM_175259
12506,ENSMUST00000159181,ENSMUSG00000041889,Shisa4,77552,
12507,ENSMUST00000159918,ENSMUSG00000041889,Shisa4,77552,
12508,ENSMUST00000021207,ENSMUSG00000020846,Rflnb,76566,NM_029658
12509,ENSMUST00000199430,ENSMUSG00000104614,Fbxw27,76998,
12510,ENSMUST00000200610,ENSMUSG00000104614,Fbxw27,76998,
12511,ENSMUST00000212674,ENSMUSG00000104614,Fbxw27,76998,
12512,ENSMUST00000211814,ENSMUSG00000104614,Fbxw27,76998,
12513,ENSMUST00000198666,ENSMUSG00000104614,Fbxw27,76998,
12514,ENSMUST00000197125,ENSMUSG00000104614,Fbxw27,76998,NM_001303004
12515,ENSMUST00000212725,ENSMUSG00000104614,Fbxw27,76998,NM_001303003
12516,ENSMUST00000199197,ENSMUSG00000104614,Fbxw27,76998,
12517,ENSMUST00000013235,ENSMUSG00000013091,Tmem190,78052,NM_030028
12518,ENSMUST00000206395,ENSMUSG00000013091,Tmem190,78052,
12519,ENSMUST00000205815,ENSMUSG00000060860,Ube2s,77891,
12520,ENSMUST00000206139,ENSMUSG00000060860,Ube2s,77891,
12521,ENSMUST00000079496,ENSMUSG00000060860,Ube2s,77891,NM_133777
12522,ENSMUST00000205885,ENSMUSG00000060860,Ube2s,77891,
12523,ENSMUST00000206669,ENSMUSG00000060860,Ube2s,77891,
12524,ENSMUST00000018571,ENSMUSG00000018427,Ypel2,77864,NM_001005341
12525,ENSMUST00000056991,ENSMUSG00000042800,Spata46,76925,NM_001039593
12526,ENSMUST00000113440,ENSMUSG00000047810,Ccdc88b,78317,NM_001081291
12527,ENSMUST00000061695,ENSMUSG00000045989,4930451I11Rik,78118,NM_183131
12528,ENSMUST00000205907,ENSMUSG00000045989,4930451I11Rik,78118,
12529,ENSMUST00000205320,ENSMUSG00000045989,4930451I11Rik,78118,
12530,ENSMUST00000218036,ENSMUSG00000035278,Plekhj1,78670,
12531,ENSMUST00000036805,ENSMUSG00000035278,Plekhj1,78670,NM_023900
12532,ENSMUST00000219959,ENSMUSG00000035278,Plekhj1,78670,
12533,ENSMUST00000219767,ENSMUSG00000035278,Plekhj1,78670,
12534,ENSMUST00000220093,ENSMUSG00000035278,Plekhj1,78670,
12535,ENSMUST00000220002,ENSMUSG00000035278,Plekhj1,78670,
12536,ENSMUST00000219378,ENSMUSG00000035278,Plekhj1,78670,
12537,ENSMUST00000218209,ENSMUSG00000035278,Plekhj1,78670,
12538,ENSMUST00000217735,ENSMUSG00000035278,Plekhj1,78670,
12539,ENSMUST00000233514,ENSMUSG00000058704,Memo1,76890,NM_133771
12540,ENSMUST00000233422,ENSMUSG00000058704,Memo1,76890,
12541,ENSMUST00000078459,ENSMUSG00000058704,Memo1,76890,
12542,ENSMUST00000232989,ENSMUSG00000058704,Memo1,76890,
12543,ENSMUST00000233176,ENSMUSG00000058704,Memo1,76890,
12544,ENSMUST00000232987,ENSMUSG00000058704,Memo1,76890,
12545,ENSMUST00000233495,ENSMUSG00000058704,Memo1,76890,
12546,ENSMUST00000233144,ENSMUSG00000058704,Memo1,76890,
12547,ENSMUST00000233214,ENSMUSG00000058704,Memo1,76890,
12548,ENSMUST00000232861,ENSMUSG00000058704,Memo1,76890,
12549,ENSMUST00000025048,ENSMUSG00000024209,1700061G19Rik,78625,NM_030141
12550,ENSMUST00000125425,ENSMUSG00000024209,1700061G19Rik,78625,
12551,ENSMUST00000094665,ENSMUSG00000070719,Pla2g4d,78390,NM_001024137
12552,ENSMUST00000123576,ENSMUSG00000044141,E130201H02Rik,78552,
12553,ENSMUST00000142126,ENSMUSG00000059278,Naa38,78304,
12554,ENSMUST00000144531,ENSMUSG00000059278,Naa38,78304,NM_030083
12555,ENSMUST00000082283,ENSMUSG00000059278,Naa38,78304,
12556,ENSMUST00000124932,ENSMUSG00000059278,Naa38,78304,
12557,ENSMUST00000065753,ENSMUSG00000042854,Trp53rkb,76367,
12558,ENSMUST00000151826,ENSMUSG00000042854,Trp53rkb,76367,NM_023815
12559,ENSMUST00000051923,ENSMUSG00000042854,Trp53rkb,76367,
12560,ENSMUST00000055121,ENSMUSG00000045109,Krtap4-7,76444,NM_029613
12561,ENSMUST00000041357,ENSMUSG00000037095,Lrg1,76905,NM_029796
12562,ENSMUST00000014920,ENSMUSG00000014776,Nol3,78688,NM_030152
12563,ENSMUST00000167565,ENSMUSG00000090641,Zfp712,78251,NM_001166218
12564,ENSMUST00000052224,ENSMUSG00000043430,Psapl1,76943,NM_175249
12565,ENSMUST00000100322,ENSMUSG00000075478,Slitrk1,76965,NM_199065
12566,ENSMUST00000020012,ENSMUSG00000019863,Qrsl1,76563,NM_001081054
12567,ENSMUST00000146937,ENSMUSG00000019863,Qrsl1,76563,
12568,ENSMUST00000154405,ENSMUSG00000019863,Qrsl1,76563,
12569,ENSMUST00000216786,ENSMUSG00000019863,Qrsl1,76563,
12570,ENSMUST00000217541,ENSMUSG00000019863,Qrsl1,76563,
12571,ENSMUST00000204057,ENSMUSG00000045725,Prr15,78004,
12572,ENSMUST00000059138,ENSMUSG00000045725,Prr15,78004,NM_030024
12573,ENSMUST00000210477,ENSMUSG00000035456,Prdm8,77630,
12574,ENSMUST00000112959,ENSMUSG00000035456,Prdm8,77630,NM_029947
12575,ENSMUST00000038482,ENSMUSG00000036449,Lcn8,78076,NM_033145
12576,ENSMUST00000210369,ENSMUSG00000070003,Ssbp4,76900,
12577,ENSMUST00000211134,ENSMUSG00000070003,Ssbp4,76900,
12578,ENSMUST00000210305,ENSMUSG00000070003,Ssbp4,76900,
12579,ENSMUST00000209430,ENSMUSG00000070003,Ssbp4,76900,
12580,ENSMUST00000211488,ENSMUSG00000070003,Ssbp4,76900,
12581,ENSMUST00000210382,ENSMUSG00000070003,Ssbp4,76900,
12582,ENSMUST00000210699,ENSMUSG00000070003,Ssbp4,76900,
12583,ENSMUST00000210006,ENSMUSG00000070003,Ssbp4,76900,
12584,ENSMUST00000211197,ENSMUSG00000070003,Ssbp4,76900,
12585,ENSMUST00000211608,ENSMUSG00000070003,Ssbp4,76900,
12586,ENSMUST00000210580,ENSMUSG00000070003,Ssbp4,76900,
12587,ENSMUST00000211268,ENSMUSG00000070003,Ssbp4,76900,
12588,ENSMUST00000211153,ENSMUSG00000070003,Ssbp4,76900,
12589,ENSMUST00000210756,ENSMUSG00000070003,Ssbp4,76900,
12590,ENSMUST00000135807,ENSMUSG00000046785,Epm2aip1,77781,
12591,ENSMUST00000060711,ENSMUSG00000046785,Epm2aip1,77781,NM_175266
12592,ENSMUST00000200053,ENSMUSG00000046785,Epm2aip1,77781,
12593,ENSMUST00000020016,ENSMUSG00000019867,Gje1,76743,NM_029722
12594,ENSMUST00000058879,ENSMUSG00000074121,Ntf5,78405,NM_198190
12595,ENSMUST00000210347,ENSMUSG00000074121,Ntf5,78405,
12596,ENSMUST00000023978,ENSMUSG00000023210,Lcn9,77704,NM_029959
12597,ENSMUST00000065286,ENSMUSG00000057858,Fam204a,76539,NM_029648
12598,ENSMUST00000050744,ENSMUSG00000051361,6030498E09Rik,77883,NM_183126
12599,ENSMUST00000168144,ENSMUSG00000051361,6030498E09Rik,77883,
12600,ENSMUST00000115114,ENSMUSG00000079619,Cypt15,78631,NM_001177380
12601,ENSMUST00000047399,ENSMUSG00000041293,Adgrf1,77596,NM_133776
12602,ENSMUST00000053287,ENSMUSG00000051306,Usp42,76800,NM_029749
12603,ENSMUST00000141225,ENSMUSG00000051306,Usp42,76800,
12604,ENSMUST00000141396,ENSMUSG00000051306,Usp42,76800,
12605,ENSMUST00000155408,ENSMUSG00000051306,Usp42,76800,
12606,ENSMUST00000129606,ENSMUSG00000051306,Usp42,76800,
12607,ENSMUST00000090940,ENSMUSG00000026830,Ermn,77767,NM_029972
12608,ENSMUST00000187183,ENSMUSG00000095620,Csta2,76770,NM_029733
12609,ENSMUST00000187742,ENSMUSG00000095620,Csta2,76770,
12610,ENSMUST00000063539,ENSMUSG00000095620,Csta2,76770,
12611,ENSMUST00000052183,ENSMUSG00000050213,Snip1,76793,NM_175246
12612,ENSMUST00000145733,ENSMUSG00000050213,Snip1,76793,
12613,ENSMUST00000001040,ENSMUSG00000001014,Icam4,78369,NM_023892
12614,ENSMUST00000215077,ENSMUSG00000001014,Icam4,78369,NM_001364509
12615,ENSMUST00000211240,ENSMUSG00000063535,Zfp773,76373,
12616,ENSMUST00000032622,ENSMUSG00000063535,Zfp773,76373,NM_029584
12617,ENSMUST00000081271,ENSMUSG00000061144,Spink12,78242,NM_030061
12618,ENSMUST00000101560,ENSMUSG00000073176,Zfp449,78619,NM_030139
12619,ENSMUST00000114915,ENSMUSG00000079602,9230102O04Rik,77682,
12620,ENSMUST00000125091,ENSMUSG00000079602,9230102O04Rik,77682,
12621,ENSMUST00000066328,ENSMUSG00000053729,Spinkl,77424,NM_183123
12622,ENSMUST00000203817,ENSMUSG00000079346,1700013D24Rik,NA,NM_001177502
12623,ENSMUST00000070587,ENSMUSG00000056468,5730596B20Rik,NA,
12624,ENSMUST00000021628,ENSMUSG00000021207,Akr1c21,77337,NM_029901
12625,ENSMUST00000223285,ENSMUSG00000021207,Akr1c21,77337,
12626,ENSMUST00000137279,ENSMUSG00000021207,Akr1c21,77337,
12627,ENSMUST00000031691,ENSMUSG00000029680,Hyal4,77042,NM_029848
12628,ENSMUST00000062122,ENSMUSG00000047419,Cmya5,76469,NM_023821
12629,ENSMUST00000219982,ENSMUSG00000019787,Trdn,76757,
12630,ENSMUST00000095762,ENSMUSG00000019787,Trdn,76757,NM_029726
12631,ENSMUST00000218281,ENSMUSG00000019787,Trdn,76757,
12632,ENSMUST00000217779,ENSMUSG00000019787,Trdn,76757,NM_001364697
12633,ENSMUST00000219665,ENSMUSG00000019787,Trdn,76757,
12634,ENSMUST00000219931,ENSMUSG00000019787,Trdn,76757,
12635,ENSMUST00000219211,ENSMUSG00000019787,Trdn,76757,
12636,ENSMUST00000219000,ENSMUSG00000019787,Trdn,76757,
12637,ENSMUST00000020064,ENSMUSG00000019909,Fam162b,77296,NM_029894
12638,ENSMUST00000065630,ENSMUSG00000053289,Ddx10,77591,NM_029936
12639,ENSMUST00000028340,ENSMUSG00000026963,Tmem210,78217,NM_030055
12640,ENSMUST00000144102,ENSMUSG00000026963,Tmem210,78217,
12641,ENSMUST00000057844,ENSMUSG00000045767,B230219D22Rik,78521,NM_181278
12642,ENSMUST00000029915,ENSMUSG00000028251,Tstd3,77032,NM_029840
12643,ENSMUST00000073949,ENSMUSG00000100200,H2al1m,76383,NM_029588
12644,ENSMUST00000209937,ENSMUSG00000031519,Asb5,76294,
12645,ENSMUST00000033918,ENSMUSG00000031519,Asb5,76294,NM_029569
12646,ENSMUST00000067476,ENSMUSG00000054408,Spcs3,76687,NM_029701
12647,ENSMUST00000042993,ENSMUSG00000036586,Grifin,77998,NM_030022
12648,ENSMUST00000055071,ENSMUSG00000079017,Ifi27l2a,76933,NM_029803
12649,ENSMUST00000105049,ENSMUSG00000078252,Krtap17-1,77914,NM_001099774
12650,ENSMUST00000224954,ENSMUSG00000040260,Daam2,76441,
12651,ENSMUST00000057610,ENSMUSG00000040260,Daam2,76441,NM_001008231
12652,ENSMUST00000224595,ENSMUSG00000040260,Daam2,76441,
12653,ENSMUST00000226030,ENSMUSG00000040260,Daam2,76441,
12654,ENSMUST00000197452,ENSMUSG00000036565,Ttyh3,78339,NM_001308040
12655,ENSMUST00000042661,ENSMUSG00000036565,Ttyh3,78339,NM_175274
12656,ENSMUST00000199157,ENSMUSG00000036565,Ttyh3,78339,
12657,ENSMUST00000198765,ENSMUSG00000036565,Ttyh3,78339,
12658,ENSMUST00000198704,ENSMUSG00000036565,Ttyh3,78339,
12659,ENSMUST00000200302,ENSMUSG00000036565,Ttyh3,78339,
12660,ENSMUST00000090061,ENSMUSG00000072878,1700123L14Rik,NA,
12661,ENSMUST00000173620,ENSMUSG00000092210,A930009A15Rik,77798,NM_029982
12662,ENSMUST00000226194,ENSMUSG00000021880,Rnase6,78416,NM_001360117
12663,ENSMUST00000226210,ENSMUSG00000021880,Rnase6,78416,
12664,ENSMUST00000228752,ENSMUSG00000021880,Rnase6,78416,
12665,ENSMUST00000095923,ENSMUSG00000021880,Rnase6,78416,NM_030098
12666,ENSMUST00000054220,ENSMUSG00000045128,Rpl18a,76808,NM_029751
12667,ENSMUST00000212796,ENSMUSG00000045128,Rpl18a,76808,
12668,ENSMUST00000212019,ENSMUSG00000045128,Rpl18a,76808,
12669,ENSMUST00000212129,ENSMUSG00000045128,Rpl18a,76808,
12670,ENSMUST00000212709,ENSMUSG00000045128,Rpl18a,76808,
12671,ENSMUST00000212494,ENSMUSG00000045128,Rpl18a,76808,
12672,ENSMUST00000213053,ENSMUSG00000045128,Rpl18a,76808,
12673,ENSMUST00000212378,ENSMUSG00000045128,Rpl18a,76808,
12674,ENSMUST00000095187,ENSMUSG00000024135,Srbd1,78586,NM_030133
12675,ENSMUST00000120593,ENSMUSG00000029438,Bcl7a,77045,
12676,ENSMUST00000031391,ENSMUSG00000029438,Bcl7a,77045,NM_029850
12677,ENSMUST00000117971,ENSMUSG00000029438,Bcl7a,77045,
12678,ENSMUST00000113270,ENSMUSG00000079440,Alpi,76768,NM_001081082
12679,ENSMUST00000178342,ENSMUSG00000094802,Samt1,78092,NM_001243032
12680,ENSMUST00000178342,ENSMUSG00000094802,Samt1,78092,NM_030036
12681,ENSMUST00000178342,ENSMUSG00000094802,Samt1,635580,NM_001243032
12682,ENSMUST00000178342,ENSMUSG00000094802,Samt1,635580,NM_030036
12683,ENSMUST00000178342,ENSMUSG00000094802,Samt1,100040020,NM_001243032
12684,ENSMUST00000178342,ENSMUSG00000094802,Samt1,100040020,NM_030036
12685,ENSMUST00000178698,ENSMUSG00000094802,Samt1,78092,
12686,ENSMUST00000178698,ENSMUSG00000094802,Samt1,635580,
12687,ENSMUST00000178698,ENSMUSG00000094802,Samt1,100040020,
12688,ENSMUST00000121608,ENSMUSG00000083193,4930595D18Rik,NA,
12689,ENSMUST00000178823,ENSMUSG00000094928,1700122O11Rik,76651,NM_029689
12690,ENSMUST00000042662,ENSMUSG00000033186,Mzt1,76789,NM_175245
12691,ENSMUST00000227948,ENSMUSG00000033186,Mzt1,76789,
12692,ENSMUST00000228445,ENSMUSG00000033186,Mzt1,76789,
12693,ENSMUST00000227197,ENSMUSG00000033186,Mzt1,76789,
12694,ENSMUST00000226823,ENSMUSG00000022070,Bora,77744,
12695,ENSMUST00000022656,ENSMUSG00000022070,Bora,77744,NM_175265
12696,ENSMUST00000228082,ENSMUSG00000022070,Bora,77744,
12697,ENSMUST00000227744,ENSMUSG00000022070,Bora,77744,
12698,ENSMUST00000227128,ENSMUSG00000022070,Bora,77744,
12699,ENSMUST00000021296,ENSMUSG00000020921,Tmem101,76547,NM_029649
12700,ENSMUST00000143986,ENSMUSG00000020921,Tmem101,76547,
12701,ENSMUST00000136434,ENSMUSG00000020921,Tmem101,76547,
12702,ENSMUST00000233568,ENSMUSG00000005823,Gpr108,78308,NM_030084
12703,ENSMUST00000232778,ENSMUSG00000005823,Gpr108,78308,
12704,ENSMUST00000005975,ENSMUSG00000005823,Gpr108,78308,NM_001308072
12705,ENSMUST00000005975,ENSMUSG00000005823,Gpr108,78308,NM_001308074
12706,ENSMUST00000233492,ENSMUSG00000005823,Gpr108,78308,
12707,ENSMUST00000031851,ENSMUSG00000029829,Tmem213,77522,NM_029921
12708,ENSMUST00000201316,ENSMUSG00000040576,Tmem270,76629,NM_194065
12709,ENSMUST00000047305,ENSMUSG00000040576,Tmem270,76629,NM_029681
12710,ENSMUST00000137751,ENSMUSG00000032802,Srxn1,76650,
12711,ENSMUST00000128882,ENSMUSG00000032802,Srxn1,76650,
12712,ENSMUST00000041500,ENSMUSG00000032802,Srxn1,76650,NM_029688
12713,ENSMUST00000024702,ENSMUSG00000023909,Paqr4,76498,NM_023824
12714,ENSMUST00000233776,ENSMUSG00000023909,Paqr4,76498,
12715,ENSMUST00000221034,ENSMUSG00000021646,Mccc2,78038,
12716,ENSMUST00000222083,ENSMUSG00000021646,Mccc2,78038,
12717,ENSMUST00000022148,ENSMUSG00000021646,Mccc2,78038,NM_030026
12718,ENSMUST00000223013,ENSMUSG00000021646,Mccc2,78038,
12719,ENSMUST00000221344,ENSMUSG00000021646,Mccc2,78038,
12720,ENSMUST00000221846,ENSMUSG00000021646,Mccc2,78038,
12721,ENSMUST00000042172,ENSMUSG00000037689,Tmem247,78469,NM_001277980
12722,ENSMUST00000042172,ENSMUSG00000037689,Tmem247,78469,NM_030104
12723,ENSMUST00000202221,ENSMUSG00000037689,Tmem247,78469,
12724,ENSMUST00000034483,ENSMUSG00000031998,1700128F08Rik,76669,
12725,ENSMUST00000213708,ENSMUSG00000031998,1700128F08Rik,76669,
12726,ENSMUST00000057093,ENSMUSG00000044149,Nkrf,77286,NM_029891
12727,ENSMUST00000038174,ENSMUSG00000039720,Got1l1,76615,NM_029674
12728,ENSMUST00000209281,ENSMUSG00000039720,Got1l1,76615,
12729,ENSMUST00000209699,ENSMUSG00000039720,Got1l1,76615,
12730,ENSMUST00000211002,ENSMUSG00000039720,Got1l1,76615,
12731,ENSMUST00000209299,ENSMUSG00000039720,Got1l1,76615,
12732,ENSMUST00000025997,ENSMUSG00000025024,Smndc1,76479,NM_172429
12733,ENSMUST00000028668,ENSMUSG00000027236,Eif3j1,78655,NM_144545
12734,ENSMUST00000142747,ENSMUSG00000027236,Eif3j1,78655,
12735,ENSMUST00000007980,ENSMUSG00000007836,Hnrnpa0,77134,NM_029872
12736,ENSMUST00000002469,ENSMUSG00000002396,Ocel1,77090,NM_029865
12737,ENSMUST00000110051,ENSMUSG00000002396,Ocel1,77090,NM_001293800
12738,ENSMUST00000110052,ENSMUSG00000002396,Ocel1,77090,
12739,ENSMUST00000126049,ENSMUSG00000002396,Ocel1,77090,
12740,ENSMUST00000115089,ENSMUSG00000026644,Acbd7,78245,NM_030063
12741,ENSMUST00000228935,ENSMUSG00000026644,Acbd7,78245,
12742,ENSMUST00000024032,ENSMUSG00000023263,9530002B09Rik,77432,NM_023865
12743,ENSMUST00000022325,ENSMUSG00000021797,9230112D13Rik,78243,NM_030062
12744,ENSMUST00000098135,ENSMUSG00000073894,Rbmxl2,76572,NM_029660
12745,ENSMUST00000030128,ENSMUSG00000028419,Chmp5,76959,NM_029814
12746,ENSMUST00000034017,ENSMUSG00000031605,Klhl2,77113,NM_178633
12747,ENSMUST00000210166,ENSMUSG00000031605,Klhl2,77113,
12748,ENSMUST00000209919,ENSMUSG00000031605,Klhl2,77113,
12749,ENSMUST00000209458,ENSMUSG00000031605,Klhl2,77113,
12750,ENSMUST00000209544,ENSMUSG00000031605,Klhl2,77113,
12751,ENSMUST00000008830,ENSMUSG00000094441,Zfp955a,77652,NM_029952
12752,ENSMUST00000190233,ENSMUSG00000101113,1700025B11Rik,NA,
12753,ENSMUST00000070949,ENSMUSG00000056671,Prelid2,77619,
12754,ENSMUST00000201926,ENSMUSG00000029766,1700012A03Rik,76382,
12755,ENSMUST00000135066,ENSMUSG00000029766,1700012A03Rik,76382,
12756,ENSMUST00000156267,ENSMUSG00000029766,1700012A03Rik,76382,
12757,ENSMUST00000031778,ENSMUSG00000029766,1700012A03Rik,76382,NM_029587
12758,ENSMUST00000021380,ENSMUSG00000020993,Trappc6b,78232,NM_030057
12759,ENSMUST00000021380,ENSMUSG00000020993,Trappc6b,78232,NM_001306218
12760,ENSMUST00000217660,ENSMUSG00000020993,Trappc6b,78232,
12761,ENSMUST00000217873,ENSMUSG00000020993,Trappc6b,78232,
12762,ENSMUST00000218686,ENSMUSG00000020993,Trappc6b,78232,
12763,ENSMUST00000217863,ENSMUSG00000020993,Trappc6b,78232,NM_001306217
12764,ENSMUST00000218799,ENSMUSG00000020993,Trappc6b,78232,
12765,ENSMUST00000218150,ENSMUSG00000020993,Trappc6b,78232,
12766,ENSMUST00000218936,ENSMUSG00000020993,Trappc6b,78232,
12767,ENSMUST00000218523,ENSMUSG00000020993,Trappc6b,78232,
12768,ENSMUST00000219652,ENSMUSG00000020993,Trappc6b,78232,
12769,ENSMUST00000032683,ENSMUSG00000030484,Lypd5,76942,NM_029806
12770,ENSMUST00000002925,ENSMUSG00000002846,Timmdc1,76916,NM_024273
12771,ENSMUST00000147543,ENSMUSG00000002846,Timmdc1,76916,
12772,ENSMUST00000066163,ENSMUSG00000054057,A930004D18Rik,NA,
12773,ENSMUST00000135980,ENSMUSG00000054057,A930004D18Rik,NA,
12774,ENSMUST00000151857,ENSMUSG00000054057,A930004D18Rik,NA,
12775,ENSMUST00000227772,ENSMUSG00000094447,9430069I07Rik,77358,NM_001256161
12776,ENSMUST00000179647,ENSMUSG00000094447,9430069I07Rik,77358,
12777,ENSMUST00000066211,ENSMUSG00000053647,Gper1,76854,NM_029771
12778,ENSMUST00000173364,ENSMUSG00000053647,Gper1,76854,
12779,ENSMUST00000110582,ENSMUSG00000079083,Jrkl,77532,NM_001033181
12780,ENSMUST00000125429,ENSMUSG00000039956,Mrap,77037,
12781,ENSMUST00000133973,ENSMUSG00000039956,Mrap,77037,
12782,ENSMUST00000138984,ENSMUSG00000039956,Mrap,77037,
12783,ENSMUST00000038197,ENSMUSG00000039956,Mrap,77037,NM_029844
12784,ENSMUST00000211182,ENSMUSG00000010435,Spaca7,78634,
12785,ENSMUST00000210276,ENSMUSG00000010435,Spaca7,78634,
12786,ENSMUST00000210424,ENSMUSG00000010435,Spaca7,78634,
12787,ENSMUST00000010579,ENSMUSG00000010435,Spaca7,78634,NM_024279
12788,ENSMUST00000209428,ENSMUSG00000010435,Spaca7,78634,NM_001357297
12789,ENSMUST00000089174,ENSMUSG00000068114,Ccdc134,76457,NM_001326588
12790,ENSMUST00000089174,ENSMUSG00000068114,Ccdc134,76457,NM_172428
12791,ENSMUST00000229788,ENSMUSG00000068114,Ccdc134,76457,
12792,ENSMUST00000230582,ENSMUSG00000068114,Ccdc134,76457,
12793,ENSMUST00000229456,ENSMUSG00000068114,Ccdc134,76457,
12794,ENSMUST00000229597,ENSMUSG00000068114,Ccdc134,76457,
12795,ENSMUST00000229411,ENSMUSG00000068114,Ccdc134,76457,
12796,ENSMUST00000229384,ENSMUSG00000068114,Ccdc134,76457,
12797,ENSMUST00000171284,ENSMUSG00000055660,Mettl4,76781,
12798,ENSMUST00000011607,ENSMUSG00000011463,Cpb1,76703,NM_029706
12799,ENSMUST00000125945,ENSMUSG00000011463,Cpb1,76703,
12800,ENSMUST00000137855,ENSMUSG00000011463,Cpb1,76703,
12801,ENSMUST00000182402,ENSMUSG00000098090,2700099C18Rik,77022,
12802,ENSMUST00000182313,ENSMUSG00000098090,2700099C18Rik,77022,
12803,ENSMUST00000182475,ENSMUSG00000098090,2700099C18Rik,77022,
12804,ENSMUST00000183133,ENSMUSG00000098090,2700099C18Rik,77022,
12805,ENSMUST00000088666,ENSMUSG00000067879,Vxn,76982,NM_178399
12806,ENSMUST00000080407,ENSMUSG00000060630,Zfp735,76390,NM_001126489
12807,ENSMUST00000149560,ENSMUSG00000060630,Zfp735,76390,
12808,ENSMUST00000145996,ENSMUSG00000060630,Zfp735,76390,
12809,ENSMUST00000096608,ENSMUSG00000071890,Mroh9,78258,NM_030071
12810,ENSMUST00000232860,ENSMUSG00000024088,4930583I09Rik,78057,
12811,ENSMUST00000024896,ENSMUSG00000024088,4930583I09Rik,78057,NM_030031
12812,ENSMUST00000136948,ENSMUSG00000068099,1500009C09Rik,NA,
12813,ENSMUST00000143238,ENSMUSG00000068099,1500009C09Rik,NA,
12814,ENSMUST00000070216,ENSMUSG00000056223,Spata31,78124,NM_030047
12815,ENSMUST00000221202,ENSMUSG00000056223,Spata31,78124,
12816,ENSMUST00000065797,ENSMUSG00000027221,Chst1,76969,NM_023850
12817,ENSMUST00000187512,ENSMUSG00000046248,Krtap5-3,77215,NM_023860
12818,ENSMUST00000084414,ENSMUSG00000046248,Krtap5-3,77215,
12819,ENSMUST00000206754,ENSMUSG00000046826,Fam187b,76415,
12820,ENSMUST00000129773,ENSMUSG00000046826,Fam187b,76415,
12821,ENSMUST00000058093,ENSMUSG00000046826,Fam187b,76415,NM_175240
12822,ENSMUST00000128384,ENSMUSG00000046826,Fam187b,76415,NM_001242647
12823,ENSMUST00000102853,ENSMUSG00000047363,Cstad,78617,NM_030137
12824,ENSMUST00000129719,ENSMUSG00000047363,Cstad,78617,
12825,ENSMUST00000231028,ENSMUSG00000022546,Gpt,76282,
12826,ENSMUST00000229679,ENSMUSG00000022546,Gpt,76282,
12827,ENSMUST00000230482,ENSMUSG00000022546,Gpt,76282,
12828,ENSMUST00000023203,ENSMUSG00000022546,Gpt,76282,NM_182805
12829,ENSMUST00000229340,ENSMUSG00000022546,Gpt,76282,
12830,ENSMUST00000230283,ENSMUSG00000022546,Gpt,76282,
12831,ENSMUST00000229734,ENSMUSG00000022546,Gpt,76282,
12832,ENSMUST00000229856,ENSMUSG00000022546,Gpt,76282,
12833,ENSMUST00000228987,ENSMUSG00000022546,Gpt,76282,
12834,ENSMUST00000229140,ENSMUSG00000022546,Gpt,76282,
12835,ENSMUST00000025208,ENSMUSG00000024350,Dnajc18,76594,NM_029669
12836,ENSMUST00000196367,ENSMUSG00000060512,0610040J01Rik,76261,
12837,ENSMUST00000199667,ENSMUSG00000060512,0610040J01Rik,76261,
12838,ENSMUST00000137510,ENSMUSG00000083844,Ube2d-ps,76508,
12839,ENSMUST00000131130,ENSMUSG00000083844,Ube2d-ps,76508,
12840,ENSMUST00000142942,ENSMUSG00000083844,Ube2d-ps,76508,
12841,ENSMUST00000121354,ENSMUSG00000083844,Ube2d-ps,76508,
12842,ENSMUST00000135394,ENSMUSG00000083844,Ube2d-ps,76508,
12843,ENSMUST00000028934,ENSMUSG00000036958,Cst11,78240,NM_030059
12844,ENSMUST00000081631,ENSMUSG00000057234,Mettl15,76894,NM_029790
12845,ENSMUST00000147376,ENSMUSG00000057234,Mettl15,76894,
12846,ENSMUST00000138533,ENSMUSG00000057234,Mettl15,76894,
12847,ENSMUST00000147770,ENSMUSG00000057234,Mettl15,76894,
12848,ENSMUST00000145535,ENSMUSG00000057234,Mettl15,76894,
12849,ENSMUST00000028933,ENSMUSG00000027444,Cstdc1,78609,NM_030135
12850,ENSMUST00000037968,ENSMUSG00000035354,Uvrag,78610,NM_178635
12851,ENSMUST00000209123,ENSMUSG00000035354,Uvrag,78610,
12852,ENSMUST00000207919,ENSMUSG00000035354,Uvrag,78610,
12853,ENSMUST00000208609,ENSMUSG00000035354,Uvrag,78610,
12854,ENSMUST00000207032,ENSMUSG00000035354,Uvrag,78610,
12855,ENSMUST00000208992,ENSMUSG00000035354,Uvrag,78610,
12856,ENSMUST00000208012,ENSMUSG00000035354,Uvrag,78610,
12857,ENSMUST00000208502,ENSMUSG00000035354,Uvrag,78610,
12858,ENSMUST00000033010,ENSMUSG00000030752,Kdm8,77035,NM_029842
12859,ENSMUST00000135129,ENSMUSG00000030752,Kdm8,77035,
12860,ENSMUST00000049257,ENSMUSG00000020677,Ddx52,78394,NM_030096
12861,ENSMUST00000130982,ENSMUSG00000020677,Ddx52,78394,
12862,ENSMUST00000028937,ENSMUSG00000027446,Cstdc2,77705,NM_029960
